Date,Open,High,Low,Close,Volume,Stock,MA20,Daily_Return,Quantity,Investment_Value
2024-02-19,8890.985185917722,8958.341134295886,8823.629237539557,8868.533203125,53341300,BBCA,8673.2017578125,-0.753774363409665,100,886853.3203125
2024-02-20,8846.081237336346,9003.2451171875,8846.081237336346,9003.2451171875,63997700,BBCA,8688.9181640625,1.518987536913441,100,900324.51171875
2024-02-21,8935.888838306704,8980.792802318296,8846.080910283521,8958.3408203125,75371600,BBCA,8704.63447265625,-0.4987567959165773,100,895834.08203125
2024-02-22,8958.341134295886,8958.341134295886,8868.533203125,8868.533203125,66913000,BBCA,8715.860400390626,-1.0025027958733945,100,886853.3203125
2024-02-23,8890.984852099236,8913.436834048982,8801.176924300255,8823.62890625,55192300,BBCA,8725.96376953125,-0.5063328494860575,100,882362.890625
2024-02-26,8756.274737922513,8868.534670459981,8733.82275141502,8801.1787109375,41356000,BBCA,8738.31240234375,-0.254432677881522,100,880117.87109375
2024-02-27,8756.273289161392,8890.985185917722,8756.273289161392,8868.533203125,43735800,BBCA,8755.1513671875,0.7652894504209584,100,886853.3203125
2024-02-28,8958.342934570313,8980.794921875,8890.98697265625,8980.794921875,54043100,BBCA,8784.339013671875,1.2658431352598587,100,898079.4921875
2024-02-29,8980.793117088608,8980.793117088608,8846.081220332278,8868.533203125,126671200,BBCA,8798.93271484375,-1.2500198448642696,100,886853.3203125
2024-03-01,8890.984852099236,8913.436834048982,8801.176924300255,8823.62890625,51520600,BBCA,8806.790869140625,-0.5063328494860575,100,882362.890625
2024-03-04,8801.177403846154,8823.629387019231,8756.2734375,8756.2734375,43822900,BBCA,8815.77158203125,-0.7633533715622476,100,875627.34375
2024-03-05,8890.986656967474,8890.986656967474,8778.726724430007,8801.1787109375,61952900,BBCA,8820.26201171875,0.5128354403048485,100,880117.87109375
2024-03-06,8890.9856803549,8980.7936165201,8778.725760148398,8935.8896484375,70242200,BBCA,8831.48798828125,1.5306010924717395,100,893588.96484375
2024-03-07,9025.697757523149,9137.9576798804,8980.793788580248,9093.0537109375,118369300,BBCA,8856.18515625,1.7587959194133695,100,909305.37109375
2024-03-08,9205.314785060036,9250.218759621306,9093.054848656866,9115.5068359375,100947200,BBCA,8879.759765625,0.24692612310199813,100,911550.68359375
2024-03-13,9340.02671875,9340.02671875,8980.794921875,8980.794921875,141622600,BBCA,8893.231005859376,-1.4778324067664994,100,898079.4921875
2024-03-14,9025.698083762109,9272.669921875,9003.246098479116,9272.669921875,110681100,BBCA,8916.80556640625,3.2499907028170183,100,927266.9921875
2024-03-15,9160.410810498768,9250.218759621306,9025.698886814964,9115.5068359375,154176800,BBCA,8935.889794921875,-1.6949065076363734,100,911550.68359375
2024-03-18,9137.958823218134,9227.76677234067,9115.5068359375,9115.5068359375,62444100,BBCA,8949.36103515625,0.0,100,911550.68359375
2024-03-19,9115.50602253532,9205.31396364404,9115.50602253532,9137.9580078125,55004800,BBCA,8959.464453125,0.24629647346088301,100,913795.80078125
2024-03-20,9070.60172646605,9115.50569540895,9048.1497419946,9093.0537109375,66269700,BBCA,8970.690478515626,-0.4914040624459992,100,909305.37109375
2024-03-21,9137.9576798804,9182.861648823302,9025.697757523149,9093.0537109375,90279400,BBCA,8975.180908203125,0.0,100,909305.37109375
2024-03-22,8980.794593131188,9093.054525545327,8935.890620165532,9070.6025390625,91968200,BBCA,8980.793994140626,-0.24690464379414356,100,907060.25390625
2024-03-25,9256.654296875,9256.654296875,9118.838103869415,9256.654296875,66971000,BBCA,9000.200048828125,2.0511510344684236,100,925665.4296875
2024-03-26,9233.68359375,9233.68359375,9141.80614505597,9233.68359375,65742700,BBCA,9020.702783203125,-0.2481534082217407,100,923368.359375
2024-03-27,9210.71556587314,9256.654296875,9187.746200372208,9256.654296875,39514100,BBCA,9043.4765625,0.2487707412949236,100,925665.4296875
2024-03-28,9210.71556587314,9279.62366237593,9164.776834871278,9256.654296875,79229700,BBCA,9062.8826171875,0.0,100,925665.4296875
2024-04-01,9256.653969701776,9279.623334390864,9026.960322810914,9049.9296875,79248700,BBCA,9066.33935546875,-2.2332540758791097,100,904992.96875
2024-04-02,9118.837528113165,9141.806892163826,9003.990707859848,9095.8681640625,76763100,BBCA,9077.706103515626,0.507611419632914,100,909586.81640625
2024-04-03,8958.052411417322,9003.991141732284,8751.328125,8751.328125,177418400,BBCA,9074.091064453125,-3.787874151735915,100,875132.8125
2024-04-04,8797.266675920051,9049.9296875,8797.266675920051,9049.9296875,75993500,BBCA,9088.773876953124,3.4120713820223747,100,904992.96875
2024-04-05,9141.806779778944,9141.806779778944,9026.9599609375,9026.9599609375,70428600,BBCA,9100.062939453124,-0.25381110523130523,100,902695.99609375
2024-04-16,8590.54185562335,8797.26612487632,8498.664402622033,8705.388671875,283265900,BBCA,9088.537890625,-3.562343141589641,100,870538.8671875
2024-04-17,8774.29749015748,8889.144315944883,8751.328125,8751.328125,95620700,BBCA,9071.451611328124,0.5277128323221136,100,875132.8125
2024-04-18,8751.32739837566,8797.26612487632,8682.41930862467,8705.388671875,127134000,BBCA,9050.945703125,-0.524942642634596,100,870538.8671875
2024-04-19,8590.54185562335,8728.35803512533,8544.603129122692,8705.388671875,147784300,BBCA,9037.175390625,0.0,100,870538.8671875
2024-04-22,8636.48071941845,8659.450083033924,8590.5419921875,8590.5419921875,128908000,BBCA,9003.068994140625,-1.3192596449891014,100,859054.19921875
2024-04-23,8636.481262050129,8981.021737929788,8636.481262050129,8935.0830078125,178833000,BBCA,8994.047802734374,4.010701722176968,100,893508.30078125
2024-04-24,9026.95982353172,9141.806640625,8958.051733275754,9141.806640625,132832700,BBCA,8995.36279296875,2.313617373579513,100,914180.6640625
2024-04-25,9187.746763107418,9187.746763107418,8912.114360214195,8981.0224609375,104874100,BBCA,8987.516015625,-1.7587790467258002,100,898102.24609375
2024-04-26,8912.113169642857,9026.959988839286,8843.205078125,8843.205078125,100932900,BBCA,8975.023583984375,-1.5345400082443783,100,884320.5078125
2024-04-29,8751.328192263234,9049.92994160555,8751.328192263234,9003.9912109375,90063500,BBCA,8970.570458984375,1.8181884440317875,100,900399.12109375
2024-04-30,9233.684864277742,9233.684864277742,9003.9912109375,9003.9912109375,109623000,BBCA,8967.239892578125,0.0,100,900399.12109375
2024-05-02,9095.867964659688,9095.867964659688,8728.35814790576,8774.296875,97079400,BBCA,8943.122021484374,-2.551027989215282,100,877429.6875
2024-05-03,8958.052228743654,9049.9296875,8889.144134676395,9049.9296875,81200400,BBCA,8933.934326171875,3.141366384414712,100,904992.96875
2024-05-06,9049.92994160555,9072.899306939573,8981.021845603476,9003.9912109375,53076200,BBCA,8921.301171875,-0.5076114196329251,100,900399.12109375
2024-05-07,8912.1142578125,8958.052991100194,8843.20615788096,8912.1142578125,66746800,BBCA,8904.074169921874,-1.0204025189784027,100,891211.42578125
2024-05-08,8820.235999999999,8912.113458333333,8613.51171875,8613.51171875,112808900,BBCA,8882.253271484375,-3.350524134054278,100,861351.171875
2024-05-13,8452.726377952757,8751.328125,8452.726377952757,8751.328125,145469900,BBCA,8865.02626953125,1.6000025396145867,100,875132.8125
2024-05-14,8843.204965641362,8889.143692735603,8751.32751145288,8774.296875,95363500,BBCA,8866.17470703125,0.2624601622967848,100,877429.6875
2024-05-15,8728.3583984375,8820.235855263158,8659.450305818256,8728.3583984375,54741900,BBCA,8850.096142578124,-0.5235573541327199,100,872835.83984375
2024-05-16,8797.266962687174,8889.144424438477,8751.328231811523,8820.236328125,61126000,BBCA,8839.7599609375,1.052636996482037,100,882023.6328125
2024-05-17,8820.235576923076,9049.92921173878,8797.266213441506,8958.0517578125,99848500,BBCA,8852.393115234376,1.562491350124584,100,895805.17578125
